barcode,desc_corta,nombre,lote,stock_inicial,cantidad_sistema,costo,caducidad,almacen,cantidad_fisica
7501300408709,Loxonin,Loxonin   (Loxoprofeno ) 60 mg  20 Tableta,241594,1,1,465.63,2026-06-01,ALLY-Farmacia,
650240032301,Suerox 8 Iones Naranja Mandarina 630 ml,Suerox 8 Iones Naranja Mandarina 630 ml   1 Liquido,417200221E,4,2,15.3,2026-06-10,ALLY-Farmacia,
7501075726084,Deflazacort,Deflazacort (Deflazacort) 6 mg 20 Tab,125064,2,2,61.6,2026-06-25,ALLY-Farmacia,
7502009744082,Animalin,Animalin (Vitamina C) 225 mg 75 Gomitas,240951,8,5,29.75,2026-06-30,ALLY-Farmacia,
7502009744082,Animalin,Animalin (Vitamina C) 225 mg 75 Gomitas,240951,8,6,29.75,2026-06-30,ALLY-Farmacia,
7502253072917,Zyloprim,Zyloprim (Alopurinol) 100 mg 60 Tab,P0014990,2,1,818.84,2026-06-30,ALLY-Farmacia,
7502009744839,Versalver,Versalver (Valsartán) 80 mg 30 Comprimido,243778,1,1,56.44,2026-06-30,ALLY-Farmacia,
20800790222,Metamucil Sabor Natural 30 dosis,Metamucil Sabor Natural 30 dosis 210 g (Plántago Psyllium ) 49.15 g  1 Polvo,41861425A2,17,2,269.05,2026-06-30,ALLY-Farmacia,
7502256040081,Disminona,Disminona (Metilprednisolona) 500 mg 50 Solución inyectable,F22349,7,6,3137.22,2026-06-30,ALLY-Farmacia,
7501168810706,Salofalk,Salofalk   (Mesalazina ) 250 mg  30 Supositorio,1010623,1,1,264.59,2026-06-30,ALLY-Farmacia,
7501871720767,Contumax,Contumax   (Macrogol 3350 ) 255 g  1 Polvo,08372,2,1,342.96,2026-06-30,ALLY-Farmacia,
7501088505416,Synalar-N,Synalar-N 15 ml (Acetonido de fluocinolona ) 0.10 mg  1 Solución,BDF002,1,1,139.8,2026-06-30,ALLY-Farmacia,
7501124820817,Travatan,Travatan 2.5 ml (Travoprost ) 0.004 %  1 Solución,VHX13Q,1,1,1051.08,2026-06-30,ALLY-Farmacia,
7501349024243,Olanzapina,Olanzapina (Olanzapina) 10 mg 14 Tab,U24J327,1,1,53.99,2026-06-30,ALLY-Farmacia,
7501328980249,Victan,Victan ( Loflazepato) 2 mg 30 Comprimido,EMX0590,1,1,948.25,2026-06-30,ALLY-Farmacia,
7502216790506,Vildagliptina/Metformina,Vildagliptina/Metformina    30 Tableta,4CM32A4,6,2,224.18,2026-06-30,ALLY-Farmacia,
7501358130379,Simplex-Pro,"Simplex-Pro   (Valeriana, Ignatia ) 1 D/3 D  60 Tableta",100,2,2,128.14,2026-06-30,ALLY-Farmacia,
8400000767,Alercrom,Alercrom   (Cromoglicato De Sodio ) 2 %  1 Solución Oftálmico,XA00733,2,1,187.23,2026-06-30,ALLY-Farmacia,
7502216931831,Blodivit,Blodivit   (Atorvastatina ) 40 mg  30 Tableta,PA9917,1,1,555.79,2026-06-30,ALLY-Farmacia,
7501314705641,Flucogrel,Flucogrel   (Bisulfito Sódico de Menadiona ) 75 mg  28 Tableta,S4E247,4,1,932.18,2026-06-30,ALLY-Farmacia,
7501094910570,Tesalon,Tesalon ( Benzonatato) 100 mg 20 Perlas,24E00050,4,1,147.05,2026-06-30,ALLY-Farmacia,
7501050604000,Quadriderm NF,"Quadriderm NF 15 g (Betametasona, Clotrimazol, Gentamicina ) 0.05 g/1 g/0.1 g  1 Crema",B113581,1,1,347.88,2026-06-30,ALLY-Farmacia,
7501318612655,Aspirina protect ,Aspirina protect  (Acido Acetilsalicilico) 100 mg 28 Tab,BT1AKG2,4,2,132.05,2026-06-30,ALLY-Farmacia,
7501573925071,Dosteril,Dosteril   (Lisinopril ) 10 mg  30 Tableta,SF2408,3,2,11.61,2026-06-30,ALLY-Farmacia,
7501298234809,Eutirox ,Eutirox  (Levotiroxina) 25 mcg 50 Tab,M40087,3,3,173.21,2026-06-30,ALLY-Farmacia,
7501871720736,Lertus CD,"Lertus CD   (Diclofenaco, Codeína ) 50 mg/50 mg  20 Tableta",71929,2,2,876.83,2026-06-30,ALLY-Farmacia,
7501124184780,Ki-Cab,Ki-Cab   (Tegoprazan ) 50 mg  10 Tableta,A524A7B,2,2,768.61,2026-06-30,ALLY-Farmacia,
4039658000373,Arlevert,"Arlevert   (Cinarizina, Dimenhidrinato ) 20 mg/40 mg  20 Tableta",021072,2,2,344.43,2026-06-30,ALLY-Farmacia,
7501300408204,Plidan Compuesto ,"Plidan Compuesto  (Pargeverina,Clonixinato De Lisina) 10 mg/125 mg 20 Grageas",241033,1,1,383.75,2026-06-30,ALLY-Farmacia,
736085409833,Eliptic Ofteno,"Eliptic Ofteno (Dorzolamida,Timolol) 20 mg/5 mg 1 Solución",4030325,2,2,696.48,2026-06-30,ALLY-Farmacia,
7501836003140,Caridoxen,"Caridoxen   (Naproxeno, Carisoprodol  ) 250 mg/200 mg  30 Capsula",24F094,2,1,67.62,2026-06-30,ALLY-Farmacia,
7502242701101,Quetiapina,Quetiapina   (Quetiapina ) 25 mg  30 Tableta,240526,5,4,103.26,2026-06-30,ALLY-Farmacia,
7503007704597,Hidrasec,Hidrasec (Rececadotrilo) 100 mg 9 Cap,V005,1,1,291.08,2026-06-30,ALLY-Farmacia,
7501088507007,Nootropil,Nootropil   (Piracetam ) 800 mg  30 Tableta,104765J,3,2,615.16,2026-06-30,ALLY-Farmacia,
8020030095076,Esoxx-one,Esoxx-one (Barrera bioadhesiva gastro-esofagica) 10 ml 20 Pack Laminado,24060007,4,4,514.37,2026-06-30,ALLY-Farmacia,
7502009746246,Erispan Comp,"Erispan Comp (Betametasona,Loratadina) 0.25 mg/5 mg 20 Tab",243869,1,1,41.49,2026-06-30,ALLY-Farmacia,
7501088507670,Keppra,Keppra   (Levetiracetam ) 500 mg  30 Tableta,BDA081,4,3,1304.32,2026-06-30,ALLY-Farmacia,
7501033958960,Synthroid,Synthroid (Levotiroxina) 75 mcg 30 Tab,1235665,2,1,180.14,2026-06-30,ALLY-Farmacia,
7502009742767,Co-Tarsan,"Co-Tarsan   (Hidroclorotiazida, Losartán ) 12.5 mg/50 mg  15 Comprimido",243810,11,11,44.98,2026-06-30,ALLY-Farmacia,
7501109768066,Niquítin,Niquítin   (Nicotina ) 14 mg  7 Parche,32602,1,1,211.5,2026-06-30,ALLY-Farmacia,
246624662466,Pinadrina Sol Iny,Pinadrina Sol Iny   (Epinefrina ) 1 mg  1 Ampolletas,B24J466,10,5,29.5,2026-06-30,ALLY-Farmacia,
4015630067084,Accu-Check Instant ,Accu-Check Instant    ()  50 Tiras,303387,5,2,285.35,2026-07-02,ALLY-Farmacia,
650240032325,Suerox 8 Iones Lima Limón 630 ml,Suerox 8 Iones Lima Limón 630 ml   1 Liquido,420600221f,2,1,15.3,2026-07-14,ALLY-Farmacia,
736085278453,T-P Ofteno 15 ml,"T-P Ofteno 15 ml (Tropicamida,Fenilefrina) 8 mg/50 ml 1 Solucion Oftalmico",4030465,6,2,205.66,2026-07-24,ALLY-Farmacia,
73608541690,Nanodrop,Nanodrop 10 ml (Propilenglicol ) 6 mg  1 Emulsión Oftálmica,4029958,4,2,528.81,2026-07-30,ALLY-Farmacia,
736085132069,Nazil,Nazil 15 ml ( Nafazolina  ) 1 mg  1 Solución,4029861,5,5,70.31,2026-07-30,ALLY-Farmacia,
7501258215336,Cicadona,Cicadona 15 g (Pirfenidona ) 8 g  1 Crema,241187,2,1,269.86,2026-07-30,ALLY-Farmacia,
7501300421630,Rolet-Sup ,"Rolet-Sup    (Telmisartán, Hidroclorotiazida ) 80 mg/12.5 mg  28 Tableta",P2403296,1,1,624.38,2026-07-30,ALLY-Farmacia,
736085132069,Nazil,Nazil 15 ml ( Nafazolina  ) 1 mg  1 Solución,4029861,8,1,562.48,2026-07-30,ALLY-Farmacia,
7501033920356,Epival,Epival (Valproato Semisódico) 500 mg 30 Comprimido,67232MC1,3,1,1101.0,2026-07-30,ALLY-Farmacia,
7503007822291,Novorapid Flexpen,Novorapid Flexpen   (Insulina Aspártica ) 100 UI  1 Solución inyectable,PS6ME48,3,3,375.9,2026-07-30,ALLY-Farmacia,
5000456076692,Forxiga,Forxiga   (Dapagliflozina ) 10 mg  28 Tableta,80854,4,4,1579.77,2026-07-30,ALLY-Farmacia,
7506442701831,Donepezilo,Donepezilo   (Donepezilo ) 10 mg  28 Tableta,FD241312,2,2,246.0,2026-07-30,ALLY-Farmacia,
7730979097697,Dubila,Dubila   (Nevibolol ) 5 mg  28 Tableta,98231,3,2,761.21,2026-07-30,ALLY-Farmacia,
780083148805,Dolprofen,Dolprofen (Ibuprofeno) 800 mg 10 Tab,24141932,5,5,18.33,2026-07-30,ALLY-Farmacia,
7503007704597,Hidrasec,Hidrasec (Rececadotrilo) 100 mg 9 Cap,V007,1,1,291.08,2026-07-30,ALLY-Farmacia,
7502227879627,DUET FLEXENOL,"DUET FLEXENOL   (Naproxeno, Paracetamol ) 275 mg/300 mg  20 Capsula",RDF057,150,2,26.21,2026-07-30,ALLY-Farmacia,
7501836009661,Dualgos,"Dualgos (Ibuprofeno,Paracetamol) 200 mg/325 mg 20 Tab",24G007,2,1,33.5,2026-07-31,ALLY-Farmacia,
5000456076692,Forxiga,Forxiga   (Dapagliflozina ) 10 mg  28 Tableta,80854,3,3,1579.77,2026-07-31,ALLY-Farmacia,
7501043100700,Trelegy,"Trelegy (Fluticasona,Umeclidino,Vilanterol) 100 Microgramos/62.50 Microgramos/25 Microgramos 1 Polvo",334P,1,1,1134.31,2026-07-31,ALLY-Farmacia,
7501300421272,Invictus ,Invictus    (Tadalafil ) 20 mg  1 Tableta,241172,1,1,0.01,2026-07-31,ALLY-Farmacia,
7500462933722,Óxido de Zinc Pomada Suavizante (ADN),Óxido de Zinc Pomada Suavizante (ADN) 30 g  1 Pomada,L052026,2,1,11.09,2026-07-31,ALLY-Farmacia,
7502227879627,DUET FLEXENOL,"DUET FLEXENOL   (Naproxeno, Paracetamol ) 275 mg/300 mg  20 Capsula",RDF058,150,16,26.21,2026-07-31,ALLY-Farmacia,
7502001160507,Zisual-C 30gr con 6 cánulas desechables,"Zisual-C 30gr con 6 cánulas desechables (Hidrocortisona,Lidocaína,Óxido De Zinc,Aluminio) 2.5 mg/50 mg/180 mg/35 mg 1 Ungüento",24072459,2,1,51.11,2026-07-31,ALLY-Farmacia,
7503001800554,Sheldy,Sheldy   (Carbegolina ) 0.5 mg  8 Tableta,2002104,5,5,287.5,2026-07-31,ALLY-Farmacia,
7502009747458,Himanix,Himanix (Hidroquinona) 200 mg 20 Tab,244540,2,1,388.89,2026-07-31,ALLY-Farmacia,
7501825301059,Dequin 120 ml,"Dequin 120 ml (Clorfenamina,Fenilefrina,Guaifenesina,Paracetamol) 0.02 g/0.1 g/2 g/2.5 g 1 Solución",565B,2,2,38.31,2026-07-31,ALLY-Farmacia,
7502009747458,Himanix,Himanix (Hidroquinona) 200 mg 20 Tab,244540,1,1,467.05,2026-07-31,ALLY-Farmacia,
7503003134206,Nacomic 30gr,Nacomic 30gr (Miconazol) 2 g 1 Crema,2407171,10,4,11.3,2026-07-31,ALLY-Farmacia,
382903201754,BD Ultra-Fiine,BD Ultra-Fiine    10 Caja con aguja,1187077,3,3,56.0,2026-07-31,ALLY-Farmacia,
4029799161026,Mensifem,Mensifem   (Cimifuga racemosa ) 20 g  30 Tableta,0000196141,1,1,409.5,2026-07-31,ALLY-Farmacia,
7501299307885,Sensibit Rin,"Sensibit Rin (Fenilefrina,Loratadina) 0.2 g/0.5 g 1 Solución",j07233,1,1,291.93,2026-07-31,ALLY-Farmacia,
7501089804570,Fremalt,Fremalt   ()  30 Sobres,PI320,2,2,575.1,2026-08-28,ALLY-Farmacia,
7501701400821,KALLION XR	,KALLION XR	   (Oxcarbazepina ) 600 mg  30 Tableta,CPWZB,2,2,1836.0,2026-08-30,ALLY-Farmacia,
7501277091034,Espadiva,"Espadiva   (Butilhioscina, Ibuprofeno ) 20 mg/400 mg  10 Tableta",1295H24,4,1,79.06,2026-08-30,ALLY-Farmacia,
7501277091034,Espadiva,"Espadiva   (Butilhioscina, Ibuprofeno ) 20 mg/400 mg  10 Tableta",1297H24,4,4,79.06,2026-08-30,ALLY-Farmacia,
7501201400352,Lumigan,Lumigan (Bimatoprost) 0.03 % 1 Solución,1259382,2,1,1109.2,2026-08-30,ALLY-Farmacia,
7501287640178,Eturion,Eturion   (Atorvastatina ) 40 mg  30 Tableta,MG3511,3,2,401.29,2026-08-30,ALLY-Farmacia,
7501299308332,Macrozit,Macrozit 5 ml (Azitromicina ) 500 mg  1 Solución inyectable,J08145,3,3,440.28,2026-08-30,ALLY-Farmacia,
7501089809131,Nefryl,Nefryl (Oxibutinina) 5 mg 30 Tab,24070043,1,1,598.43,2026-08-30,ALLY-Farmacia,
7640133684505,Revlimid,Revlimid   (Lenalidomida ) 25 mg  21 Capsula,A4051BA,1,1,49000.0,2026-08-30,ALLY-Farmacia,
7501082243420,Trulicity Sol Iny,"Trulicity Sol Iny   (Dulaglutida, Dulaglutida ) 1.5 mg/1.5 mg  2 Plumas Precargadas",D804103C,2,1,1969.94,2026-08-30,ALLY-Farmacia,
7501326000383,Vytorin,"Vytorin   (Simvastatina, Ezetimiba ) 40 mg/10 mg  14 Comprimido",B119205,1,1,1012.61,2026-08-30,ALLY-Farmacia,
7501109900763,Stugeron Forte,Stugeron Forte   (Cinarizina ) 75 mg  60 Tableta,AV6774,1,1,1186.02,2026-08-30,ALLY-Farmacia,
7501033958946,Synthroid,Synthroid (Levotiroxina) 25 mcg 30 Tab,1240591,4,2,100.04,2026-08-30,ALLY-Farmacia,
7501101612282,Malival AP,Malival AP   (Indometacina ) 50 mg  28 Capsula,24H208V1,2,2,644.8,2026-08-30,ALLY-Farmacia,
7501050610704,Diprospan Hypak,Diprospan Hypak   (Betametasona ) 5 mg  1 Suspensión Inyectable,C121975,3,2,580.22,2026-08-30,ALLY-Farmacia,
7501349023468,Metotrexato,Metotrexato   (Metotrexato ) 2.5 mg  50 Tableta,W24G002,5,4,144.0,2026-08-30,ALLY-Farmacia,
7640133684505,Revlimid,Revlimid   (Lenalidomida ) 25 mg  21 Capsula,A4046EA,3,2,47000.0,2026-08-30,ALLY-Farmacia,
7503007822710,Saxenda ,Saxenda  (Liraglutida) 6 mg 3 Solución inyectable,PZFDL81,30,16,4200.0,2026-08-30,ALLY-Farmacia,
7501349023468,Metotrexato,Metotrexato   (Metotrexato ) 2.5 mg  50 Tableta,W24G002,4,2,144.0,2026-08-30,ALLY-Farmacia,
7501300408358,Dimefor-G,"Dimefor-G   (Metformina, Glibenclamida ) 500 mg/5 mg  60 Tableta",241541,1,1,562.5,2026-08-30,ALLY-Farmacia,
7501109763375,Bisoprolol,Bisoprolol (Bisoprolol) 2.5 mg 30 Tab,24J079,5,1,94.66,2026-08-30,ALLY-Farmacia,
7501072350220,Clexane,Clexane 0.4 ml (Enoxaparina Sódica ) 40 mg  2 Solución,JS441C,549,480,369.5,2026-08-30,ALLY-Farmacia,
650240032257,Suerox 8 Iones Mzna 630 ml,Suerox 8 Iones Mzna 630 ml   1 Liquido,423500221B,6,1,17.75,2026-08-30,ALLY-Farmacia,
7501298224176,Gavindo N,"Gavindo N   (Gabapentina,  Tiamina, Cianocobalamina ) 300 mg/100 mg/.200 mg  60 Capsula",24H0028,1,1,1365.15,2026-08-30,ALLY-Farmacia,
358468003027,Thyrogen,Thyrogen (Tirotropina Alfa) 0.9 mg 2 Solucion inyectable,EY0014,1,1,34000.0,2026-08-30,ALLY-Farmacia,
7501384503451,Carbolit LP,Carbolit LP   (Carbonato de Litio ) 300 mg  50 Tableta,0900824,1,1,435.55,2026-08-30,ALLY-Farmacia,
7730979095440,Eligard,Eligard   (Leuprorelina ) 45 mg  2 Suspensión,15247CMX,1,1,9000.0,2026-08-30,ALLY-Farmacia,
20800790246,Metamucil,Metamucil 504 g (Plantago psyllium ) 49.15 g  1 Polvo,42651725A1,1,1,511.04,2026-08-31,ALLY-Farmacia,
77011565,Tela Adhesiva Leukoplast 1.25cmX4.57m,Tela Adhesiva Leukoplast 1.25cmX4.57m   ()  1 Cinta adhesiva,33326209,2,1,12.18,2026-08-31,ALLY-Farmacia,
7501008409503,Redoxon Forte,Redoxon Forte (Acido Ascorbico) 2 mg 10 Tabletas Efervescentes,N4A255,3,3,130.0,2026-08-31,ALLY-Farmacia,
7502247373495,Bacat,Bacat (Atorvastatina) 20 mg 30 Tab,L24G0545,5,3,49.52,2026-08-31,ALLY-Farmacia,
7501711616021,Paracetamol,Paracetamol (Paracetamol) 750 mg 20 Tab,17196,5,2,13.89,2026-08-31,ALLY-Farmacia,
7502009746505,Exicort,Exicort   (Etoricoxib ) 90 mg  28 Comprimido,244994,5,4,105.73,2026-08-31,ALLY-Farmacia,
7501384503451,Carbolit LP,Carbolit LP   (Carbonato de Litio ) 300 mg  50 Tableta,0910824,2,1,413.77,2026-08-31,ALLY-Farmacia,
7502004403502,Vo-Remi,"Vo-Remi   (Meclizina, Piridoxina ) 25 mg/50 mg  5 Solución inyectable",202408,8,7,50.06,2026-08-31,ALLY-Farmacia,
7502009744891,Frinver 24ml,Frinver 24ml   1 Solución,244885,10,7,60.52,2026-08-31,ALLY-Farmacia,
7506317700433,Amixteria,Amixteria   (Atropina ) 1 mg  1 Solución inyectable,2408089,50,29,28.0,2026-08-31,ALLY-Farmacia,
7502209710177,Diasporal,Diasporal 5 g (Magnesio ) 300 mg  20 Polvo,423299,5,4,208.24,2026-08-31,ALLY-Farmacia,
7502209852457,Meticorten,Meticorten (Prednisona) 5 mg 30 Tab,24J031,1,1,477.43,2026-08-31,ALLY-Farmacia,
7501070903800,Libertrim,Libertrim   (Trimebutina ) 200 mg  24 Comprimido,S2408787,1,1,514.96,2026-08-31,ALLY-Farmacia,
7502223111202,Pharmacaine115ml,Pharmacaine115ml (Lidocaína) 10 g 1 Spray,24HU72,3,1,104.33,2026-08-31,ALLY-Farmacia,
8903855053844,Pezzil,Pezzil   (Donepezilo ) 5 mg  28 Tableta,by54k007,1,1,1450.68,2026-08-31,ALLY-Farmacia,
7500435011303,Gillette Rastrillo Prestobarba Ultragrip,Gillette Rastrillo Prestobarba Ultragrip   1 Solido,90848022,16,1,16.0,2026-08-31,ALLY-Farmacia,
7501328980034,Plavix,Plavix (Clopidogrel) 75 mg 28 Tab,EMX0203,20,14,210.0,2026-09-01,ALLY-Farmacia,
7506022323514,Toallitas alcoholadas 70 % c/100 pzas,Toallitas alcoholadas 70 % c/100 pzas   ()  100 Toallitas,2109052801,2,1,56.42,2026-09-19,ALLY-Farmacia,
7506442703392,Acido Zoledronico,Acido Zoledronico   (Ácido Zoledrónico ) 4 mg  1 Ampolletas,0240320B,2,1,570.0,2026-09-28,ALLY-Farmacia,
8903855059990,Quetiapina,Quetiapina   (Quetiapina ) 100 mg  60 Tableta,BHZ3K009,2,1,123.53,2026-09-30,ALLY-Farmacia,
7501052712123,Dextralpha,Dextralpha 500 ml (Glucosa ) 5 %  1 Solución inyectable,73G4I0123,10,7,22.0,2026-09-30,ALLY-Farmacia,
7502276040382, Desenfriol-D," Desenfriol-D   (Clorfenamina, Fenilefrina, Paracetamol ) 2 mg/5 mg/500 mg  24 Tableta",X267F9,1,1,49.5,2026-09-30,ALLY-Farmacia,
7503038278197,Acufe-No GABA,Acufe-No GABA   (Acido gamma amino butírico ) 400 mg  60 Capsula,24J454,15,13,215.51,2026-09-30,ALLY-Farmacia,
7506404300003,Rhophylac,Rhophylac 2 ml (Inmunoglobulina Anti D ) 300 mcg  1 Solución,P100622801,2,1,2862.0,2026-09-30,ALLY-Farmacia,
7501300420190,Enaladil-Duo,"Enaladil-Duo   (Hidroclorotiazida, Enalapril ) 25 mg/10 mg  30 Comprimido",241660,2,1,567.5,2026-09-30,ALLY-Farmacia,
7501125187988,Galactus ,Galactus  (Insulina Glargina) 100 UI 5 Solución,S24S269,2,1,861.05,2026-09-30,ALLY-Farmacia,
7501070615451,Zanidip,Zanidip   (Lercanidipino  ) 10 mg  30 Tableta,314KB489L,3,3,1161.83,2026-09-30,ALLY-Farmacia,
7501124815851,Exforge-HCT,"Exforge-HCT (Amlodipino,Valsartán,Hidroclorotiazida) 5 mg/160 mg/12.5 mg 28 Comprimido",B9370HS1A,3,2,1637.75,2026-09-30,ALLY-Farmacia,
7501130713684,E-400 Vitamina E,E-400 Vitamina E   (Tocofersolan ) 400 UI  90 Capsula,l092026,1,1,135.16,2026-09-30,ALLY-Farmacia,
7503004908691,Paracetamol,Paracetamol (Paracetamol) 500 mg 10 Tab,2409773,180,1,4.11,2026-09-30,ALLY-Farmacia,
7502226293806,Telmisartan,Telmisartan (Telmisartán) 40 mg 28 Tab,2409785,2,1,43.24,2026-09-30,ALLY-Farmacia,
7501384502423,Clonazepam Frasco 10ml,Clonazepam Frasco 10ml (Clonazepam) 2.5 mg 1 Solución,4500924,2,2,51.02,2026-09-30,ALLY-Farmacia,
7501349029415,Tramadol/Paracetamol,"Tramadol/Paracetamol (Paracetamol,Tramadol) 325 mg/37.5 mg 20 Tab",U24S657,6,4,42.0,2026-09-30,ALLY-Farmacia,
7501070615451,Zanidip,Zanidip   (Lercanidipino  ) 10 mg  30 Tableta,314KB489L,3,2,1137.37,2026-09-30,ALLY-Farmacia,
7501298221403,Dolo-Neurobión Forte 30 Grageas,Dolo-Neurobión Forte 30 Grageas   30 Grageas,M44330,4,4,453.9,2026-09-30,ALLY-Farmacia,
7506344500822,Malugamo,Malugamo   (Ezetimiba ) 10 mg  30 Tableta,2124486,4,1,65.46,2026-09-30,ALLY-Farmacia,
7501349021334,Insulina Humana Rapida 10ml,Insulina Humana Rapida 10ml (Insulina Humana) 100 UI 1 ,S23S724,5,2,105.14,2026-09-30,ALLY-Farmacia,
7501088505829,Troferit Flow,"Troferit Flow 120 ml (Dropropizina , Ambroxol ) 3 mg/3 mg  1 Jarabe",BDJ072,1,1,181.6,2026-09-30,ALLY-Farmacia,
7501299303047,Cicloferon,Cicloferon   (Aciclovir ) 5 %  1 Crema,J09187,3,1,56.52,2026-09-30,ALLY-Farmacia,
7501298221403,Dolo-Neurobión Forte 30 Grageas,Dolo-Neurobión Forte 30 Grageas   30 Grageas,M43944,1,1,494.0,2026-09-30,ALLY-Farmacia,
7506442700582,Etoricoxib,Etoricoxib   (Etoricoxib ) 90 mg  28 Tableta,E244096,2,2,94.33,2026-09-30,ALLY-Farmacia,
7501070602307,Lapostim,Lapostim   (Anastrozol ) 1 mg  28 Tableta,OJ240091,3,1,369.0,2026-09-30,ALLY-Farmacia,
7501349022935,Pregabalina,Pregabalina (Pregabalina) 150 mg 28 Cap,U24S554,2,2,109.06,2026-09-30,ALLY-Farmacia,
7501842900099,Adopren,Adopren (Ibuprofeno) 400 mg 10 Tab,401005,20,3,14.01,2026-09-30,ALLY-Farmacia,
7713042299914,Acufe-No PM,"Acufe-No PM   (Pasiflora, Valeriana ) 10 mg/35 mg  30 Capsula",24J440,10,10,215.51,2026-09-30,ALLY-Farmacia,
650240032325,Suerox 8 Iones Lima Limón 630 ml,Suerox 8 Iones Lima Limón 630 ml   1 Liquido,b240402,1,1,16.33,2026-09-30,ALLY-Farmacia,
736085402346,Gaap Ofteno,Gaap Ofteno 3 ml (Latanoprost ) 0.05 mg  1 Solución,4030429,1,1,670.15,2026-09-30,ALLY-Farmacia,
7501070903497,Libertrim,Libertrim   (Trimebutina ) 100 mg  20 Comprimido,S2409124,4,2,273.02,2026-09-30,ALLY-Farmacia,
736085410600,Zebesten,Zebesten 5 ml (Bromfenaco ) 0.9 mg  1 Solución Oftálmico,4030501,1,1,589.15,2026-09-30,ALLY-Farmacia,
7503001007663,Wamindel Inf 120 ml,Wamindel Inf 120 ml (Paracetamol) 3 g 1 Solución,LI2411,10,1,12.3,2026-09-30,ALLY-Farmacia,
7501122961024,Argentafil ,Argentafil    (Sulfadiazina De Plata ) 1 %  1 Crema,427052,2,1,405.12,2026-09-30,ALLY-Farmacia,
7501842900099,Adopren,Adopren (Ibuprofeno) 400 mg 10 Tab,401006,150,11,14.53,2026-09-30,ALLY-Farmacia,
7502009740251,Mafena 60gr,Mafena 60gr (Diclofenaco) 1.16 g 1 Gel,245542,30,1,18.56,2026-09-30,ALLY-Farmacia,
7501165010628,Toujeo ,Toujeo    (Insulina Glargina ) 300 UI  3 Plumas Precargadas,4F155A,2,2,2346.9,2026-09-30,ALLY-Farmacia,
7506335700408,Nuvaplast,Nuvaplast 45 ml (Carboplatino ) 450 mg  1 Solución inyectable,M2409197,2,2,739.0,2026-09-30,ALLY-Farmacia,
7502001165533,Nalixone,"Nalixone (Ácido Nalidíxico,Fenazopiridina) 500 mg/50 mg 20 Tab",24093348,10,7,62.32,2026-09-30,ALLY-Farmacia,
7794640171420,Corega Tabs Limpiadoras,Corega Tabs Limpiadoras   ()  30 Tableta,N197Y,3,2,59.58,2026-09-30,ALLY-Farmacia,
7501314703623,Dimegan D ,"Dimegan D  (Loratadina,Fenilefrina) 5 mg/20 mg 20 Cap",s4i785,1,1,559.31,2026-09-30,ALLY-Farmacia,
7503007822642,Ryzodeg,"Ryzodeg 3 ml (Insulina Degludec, Insulina Aspártica ) 70 U/ml/30 U/ml  1 Solución inyectable",PP5M698,3,3,705.61,2026-09-30,ALLY-Farmacia,
5033439034211,Avamys 2A,Avamys 2A (Fluticasona) 0.5 mg 1 Suspensión,YA9R,1,1,406.38,2026-09-30,ALLY-Farmacia,
7501072340030,Bifebral,"Bifebral   (Paracetamol, Ketoprofeno ) 300 mg/100 mg  12 Comprimido",503KB054,2,2,262.71,2026-09-30,ALLY-Farmacia,
7501573900283,Exclefin,Exclefin (Loperamida) 2 mg 12 Tab,SI2434,50,3,7.34,2026-09-30,ALLY-Farmacia,
7501082242584,Humulin N NPH,Humulin N NPH   (Insulina Humana ) 100 UI  1 Plumas Precargadas,D661092L,2,2,347.54,2026-09-30,ALLY-Farmacia,
8850006935040,Talco Baby Magic Mennen Rosa,Talco Baby Magic Mennen Rosa   ()  1 Otros,3263TH113,1,1,103.58,2026-09-30,ALLY-Farmacia,
891671002215,Minitran,Minitran (Trinitrato De Glicerilo) 18 mg 10 Parche,104756,2,1,727.98,2026-09-30,ALLY-Farmacia,
7501065008336,Crema Procto-Glyvenol,"Crema Procto-Glyvenol   ( Tribenósido, Lidocaína ) 5 %/2 %  1 Crema",LC4P,3,3,194.12,2026-09-30,ALLY-Farmacia,
7501072350299,Clexane,Clexane 0.6 ml (Enoxaparina Sódica ) 60 mg  2 Solución,JS459F,48,48,440.0,2026-09-30,ALLY-Farmacia,
7501125116810,Agrifen ,"Agrifen  (Paracetamol,Cafeína,Fenilefrina,Clorfenamina) 500 mg/25 mg/5 mg/4 mg 10 Tab",U245071,180,26,19.5,2026-09-30,ALLY-Farmacia,
7501089803047,Isorbid AP,Isorbid AP   (Dinitrato De Isosorbida ) 20 mg  40 Capsula,2410135,1,1,626.67,2026-09-30,ALLY-Farmacia,
7501070612368,Treda,"Treda (Neomicina,Caolín,Pectina) 129 mg/280 mg/30 mg 20 Tab",107KB716,50,2,158.6,2026-09-30,ALLY-Farmacia,
736085400519,Sophixin Ofteno,Sophixin Ofteno 5 ml (Ciprofloxacino ) 3 mg  1 Solución,4030500,2,1,498.08,2026-09-30,ALLY-Farmacia,
7502235760184,Regenesis Max Vitaminas ,Regenesis Max Vitaminas    ()  60 Capsula,L240674,1,1,630.8,2026-09-30,ALLY-Farmacia,
7501384503246,Clopsine,Clopsine (Clozapina) 25 mg 30 Cap,6860924,1,1,256.3,2026-09-30,ALLY-Farmacia,
7502251890193,Muparel,Muparel   (Azatioprina  ) 50 mg  50 Tableta,1s24135,5,3,733.71,2026-09-30,ALLY-Farmacia,
